1,python
2,scala
3,julia
4,java
5, r
6,data science
7,machine learning
8,bitcoin
9,artificial intelligence
10,blockchain
11,hbase
12,hive
13,spark
14,hadoop
15,big data
16,solr
17,pig
18,mongodb
19,cloud
20,elasticsearch
21,neo4j
22,smart data
23,fast data
24,internet of things
24,iot
25,julia
26,devops
27,entrepreneur
